Display name,SID,Domain,Type,Object ID,Cloud ID,Cloud Provider,Source,UPN,Tags,Created time,Criticality level,Account status,Last updated
"KerberoastUser361","s-1-5-21-306263214-2362191459-3415812841-6840","domain1.test.local","User",,,,"On-premises",KerberoastUser361@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser362","s-1-5-21-306263214-2362191459-3415812841-6841","domain1.test.local","User",,,,"On-premises",KerberoastUser362@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser363","s-1-5-21-306263214-2362191459-3415812841-6842","domain1.test.local","User",,,,"On-premises",KerberoastUser363@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser364","s-1-5-21-306263214-2362191459-3415812841-6843","domain1.test.local","User",,,,"On-premises",KerberoastUser364@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser365","s-1-5-21-306263214-2362191459-3415812841-6844","domain1.test.local","User",,,,"On-premises",KerberoastUser365@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser366","s-1-5-21-306263214-2362191459-3415812841-6845","domain1.test.local","User",,,,"On-premises",KerberoastUser366@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser367","s-1-5-21-306263214-2362191459-3415812841-6846","domain1.test.local","User",,,,"On-premises",KerberoastUser367@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser368","s-1-5-21-306263214-2362191459-3415812841-6847","domain1.test.local","User",,,,"On-premises",KerberoastUser368@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser369","s-1-5-21-306263214-2362191459-3415812841-6848","domain1.test.local","User",,,,"On-premises",KerberoastUser369@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser37","s-1-5-21-306263214-2362191459-3415812841-6516","domain1.test.local","User",,,,"On-premises",KerberoastUser37@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser370","s-1-5-21-306263214-2362191459-3415812841-6849","domain1.test.local","User",,,,"On-premises",KerberoastUser370@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser371","s-1-5-21-306263214-2362191459-3415812841-6850","domain1.test.local","User",,,,"On-premises",KerberoastUser371@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser372","s-1-5-21-306263214-2362191459-3415812841-6851","domain1.test.local","User",,,,"On-premises",KerberoastUser372@domain1.test.local,,"2024-11-19T17:23:35.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser373","s-1-5-21-306263214-2362191459-3415812841-6852","domain1.test.local","User",,,,"On-premises",KerberoastUser373@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser374","s-1-5-21-306263214-2362191459-3415812841-6853","domain1.test.local","User",,,,"On-premises",KerberoastUser374@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser375","s-1-5-21-306263214-2362191459-3415812841-6854","domain1.test.local","User",,,,"On-premises",KerberoastUser375@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser376","s-1-5-21-306263214-2362191459-3415812841-6855","domain1.test.local","User",,,,"On-premises",KerberoastUser376@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser377","s-1-5-21-306263214-2362191459-3415812841-6856","domain1.test.local","User",,,,"On-premises",KerberoastUser377@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser378","s-1-5-21-306263214-2362191459-3415812841-6857","domain1.test.local","User",,,,"On-premises",KerberoastUser378@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser379","s-1-5-21-306263214-2362191459-3415812841-6858","domain1.test.local","User",,,,"On-premises",KerberoastUser379@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser38","s-1-5-21-306263214-2362191459-3415812841-6517","domain1.test.local","User",,,,"On-premises",KerberoastUser38@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser380","s-1-5-21-306263214-2362191459-3415812841-6859","domain1.test.local","User",,,,"On-premises",KerberoastUser380@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser381","s-1-5-21-306263214-2362191459-3415812841-6860","domain1.test.local","User",,,,"On-premises",KerberoastUser381@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser382","s-1-5-21-306263214-2362191459-3415812841-6861","domain1.test.local","User",,,,"On-premises",KerberoastUser382@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser383","s-1-5-21-306263214-2362191459-3415812841-6862","domain1.test.local","User",,,,"On-premises",KerberoastUser383@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser384","s-1-5-21-306263214-2362191459-3415812841-6863","domain1.test.local","User",,,,"On-premises",KerberoastUser384@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser385","s-1-5-21-306263214-2362191459-3415812841-6864","domain1.test.local","User",,,,"On-premises",KerberoastUser385@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser386","s-1-5-21-306263214-2362191459-3415812841-6865","domain1.test.local","User",,,,"On-premises",KerberoastUser386@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser387","s-1-5-21-306263214-2362191459-3415812841-6866","domain1.test.local","User",,,,"On-premises",KerberoastUser387@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser388","s-1-5-21-306263214-2362191459-3415812841-6867","domain1.test.local","User",,,,"On-premises",KerberoastUser388@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser389","s-1-5-21-306263214-2362191459-3415812841-6868","domain1.test.local","User",,,,"On-premises",KerberoastUser389@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser39","s-1-5-21-306263214-2362191459-3415812841-6518","domain1.test.local","User",,,,"On-premises",KerberoastUser39@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser390","s-1-5-21-306263214-2362191459-3415812841-6869","domain1.test.local","User",,,,"On-premises",KerberoastUser390@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser391","s-1-5-21-306263214-2362191459-3415812841-6870","domain1.test.local","User",,,,"On-premises",KerberoastUser391@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser392","s-1-5-21-306263214-2362191459-3415812841-6871","domain1.test.local","User",,,,"On-premises",KerberoastUser392@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser393","s-1-5-21-306263214-2362191459-3415812841-6872","domain1.test.local","User",,,,"On-premises",KerberoastUser393@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser394","s-1-5-21-306263214-2362191459-3415812841-6873","domain1.test.local","User",,,,"On-premises",KerberoastUser394@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser395","s-1-5-21-306263214-2362191459-3415812841-6874","domain1.test.local","User",,,,"On-premises",KerberoastUser395@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser396","s-1-5-21-306263214-2362191459-3415812841-6875","domain1.test.local","User",,,,"On-premises",KerberoastUser396@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser397","s-1-5-21-306263214-2362191459-3415812841-6876","domain1.test.local","User",,,,"On-premises",KerberoastUser397@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser398","s-1-5-21-306263214-2362191459-3415812841-6877","domain1.test.local","User",,,,"On-premises",KerberoastUser398@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser399","s-1-5-21-306263214-2362191459-3415812841-6878","domain1.test.local","User",,,,"On-premises",KerberoastUser399@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser4","s-1-5-21-306263214-2362191459-3415812841-6483","domain1.test.local","User",,,,"On-premises",KerberoastUser4@domain1.test.local,,"2024-11-19T17:23:23.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser40","s-1-5-21-306263214-2362191459-3415812841-6519","domain1.test.local","User",,,,"On-premises",KerberoastUser40@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser400","s-1-5-21-306263214-2362191459-3415812841-6879","domain1.test.local","User",,,,"On-premises",KerberoastUser400@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser401","s-1-5-21-306263214-2362191459-3415812841-6880","domain1.test.local","User",,,,"On-premises",KerberoastUser401@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser402","s-1-5-21-306263214-2362191459-3415812841-6881","domain1.test.local","User",,,,"On-premises",KerberoastUser402@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser403","s-1-5-21-306263214-2362191459-3415812841-6882","domain1.test.local","User",,,,"On-premises",KerberoastUser403@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser404","s-1-5-21-306263214-2362191459-3415812841-6883","domain1.test.local","User",,,,"On-premises",KerberoastUser404@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser405","s-1-5-21-306263214-2362191459-3415812841-6884","domain1.test.local","User",,,,"On-premises",KerberoastUser405@domain1.test.local,,"2024-11-19T17:23:36.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser406","s-1-5-21-306263214-2362191459-3415812841-6885","domain1.test.local","User",,,,"On-premises",KerberoastUser406@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser407","s-1-5-21-306263214-2362191459-3415812841-6886","domain1.test.local","User",,,,"On-premises",KerberoastUser407@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser408","s-1-5-21-306263214-2362191459-3415812841-6887","domain1.test.local","User",,,,"On-premises",KerberoastUser408@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser409","s-1-5-21-306263214-2362191459-3415812841-6888","domain1.test.local","User",,,,"On-premises",KerberoastUser409@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser41","s-1-5-21-306263214-2362191459-3415812841-6520","domain1.test.local","User",,,,"On-premises",KerberoastUser41@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser410","s-1-5-21-306263214-2362191459-3415812841-6889","domain1.test.local","User",,,,"On-premises",KerberoastUser410@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser411","s-1-5-21-306263214-2362191459-3415812841-6890","domain1.test.local","User",,,,"On-premises",KerberoastUser411@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser412","s-1-5-21-306263214-2362191459-3415812841-6891","domain1.test.local","User",,,,"On-premises",KerberoastUser412@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser413","s-1-5-21-306263214-2362191459-3415812841-6892","domain1.test.local","User",,,,"On-premises",KerberoastUser413@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser414","s-1-5-21-306263214-2362191459-3415812841-6893","domain1.test.local","User",,,,"On-premises",KerberoastUser414@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser415","s-1-5-21-306263214-2362191459-3415812841-6894","domain1.test.local","User",,,,"On-premises",KerberoastUser415@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser416","s-1-5-21-306263214-2362191459-3415812841-6895","domain1.test.local","User",,,,"On-premises",KerberoastUser416@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser417","s-1-5-21-306263214-2362191459-3415812841-6896","domain1.test.local","User",,,,"On-premises",KerberoastUser417@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser418","s-1-5-21-306263214-2362191459-3415812841-6897","domain1.test.local","User",,,,"On-premises",KerberoastUser418@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser419","s-1-5-21-306263214-2362191459-3415812841-6898","domain1.test.local","User",,,,"On-premises",KerberoastUser419@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser42","s-1-5-21-306263214-2362191459-3415812841-6521","domain1.test.local","User",,,,"On-premises",KerberoastUser42@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser420","s-1-5-21-306263214-2362191459-3415812841-6899","domain1.test.local","User",,,,"On-premises",KerberoastUser420@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser421","s-1-5-21-306263214-2362191459-3415812841-6900","domain1.test.local","User",,,,"On-premises",KerberoastUser421@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser422","s-1-5-21-306263214-2362191459-3415812841-6901","domain1.test.local","User",,,,"On-premises",KerberoastUser422@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser423","s-1-5-21-306263214-2362191459-3415812841-6902","domain1.test.local","User",,,,"On-premises",KerberoastUser423@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser424","s-1-5-21-306263214-2362191459-3415812841-6903","domain1.test.local","User",,,,"On-premises",KerberoastUser424@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser425","s-1-5-21-306263214-2362191459-3415812841-6904","domain1.test.local","User",,,,"On-premises",KerberoastUser425@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser426","s-1-5-21-306263214-2362191459-3415812841-6905","domain1.test.local","User",,,,"On-premises",KerberoastUser426@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser427","s-1-5-21-306263214-2362191459-3415812841-6906","domain1.test.local","User",,,,"On-premises",KerberoastUser427@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser428","s-1-5-21-306263214-2362191459-3415812841-6907","domain1.test.local","User",,,,"On-premises",KerberoastUser428@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser429","s-1-5-21-306263214-2362191459-3415812841-6908","domain1.test.local","User",,,,"On-premises",KerberoastUser429@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser43","s-1-5-21-306263214-2362191459-3415812841-6522","domain1.test.local","User",,,,"On-premises",KerberoastUser43@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser430","s-1-5-21-306263214-2362191459-3415812841-6909","domain1.test.local","User",,,,"On-premises",KerberoastUser430@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser431","s-1-5-21-306263214-2362191459-3415812841-6910","domain1.test.local","User",,,,"On-premises",KerberoastUser431@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser432","s-1-5-21-306263214-2362191459-3415812841-6911","domain1.test.local","User",,,,"On-premises",KerberoastUser432@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser433","s-1-5-21-306263214-2362191459-3415812841-6912","domain1.test.local","User",,,,"On-premises",KerberoastUser433@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser434","s-1-5-21-306263214-2362191459-3415812841-6913","domain1.test.local","User",,,,"On-premises",KerberoastUser434@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser435","s-1-5-21-306263214-2362191459-3415812841-6914","domain1.test.local","User",,,,"On-premises",KerberoastUser435@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser436","s-1-5-21-306263214-2362191459-3415812841-6915","domain1.test.local","User",,,,"On-premises",KerberoastUser436@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser437","s-1-5-21-306263214-2362191459-3415812841-6916","domain1.test.local","User",,,,"On-premises",KerberoastUser437@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser438","s-1-5-21-306263214-2362191459-3415812841-6917","domain1.test.local","User",,,,"On-premises",KerberoastUser438@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser439","s-1-5-21-306263214-2362191459-3415812841-6918","domain1.test.local","User",,,,"On-premises",KerberoastUser439@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser44","s-1-5-21-306263214-2362191459-3415812841-6523","domain1.test.local","User",,,,"On-premises",KerberoastUser44@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser440","s-1-5-21-306263214-2362191459-3415812841-6919","domain1.test.local","User",,,,"On-premises",KerberoastUser440@domain1.test.local,,"2024-11-19T17:23:37.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser441","s-1-5-21-306263214-2362191459-3415812841-6920","domain1.test.local","User",,,,"On-premises",KerberoastUser441@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser442","s-1-5-21-306263214-2362191459-3415812841-6921","domain1.test.local","User",,,,"On-premises",KerberoastUser442@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser443","s-1-5-21-306263214-2362191459-3415812841-6922","domain1.test.local","User",,,,"On-premises",KerberoastUser443@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser444","s-1-5-21-306263214-2362191459-3415812841-6923","domain1.test.local","User",,,,"On-premises",KerberoastUser444@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser445","s-1-5-21-306263214-2362191459-3415812841-6924","domain1.test.local","User",,,,"On-premises",KerberoastUser445@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser446","s-1-5-21-306263214-2362191459-3415812841-6925","domain1.test.local","User",,,,"On-premises",KerberoastUser446@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser447","s-1-5-21-306263214-2362191459-3415812841-6926","domain1.test.local","User",,,,"On-premises",KerberoastUser447@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser448","s-1-5-21-306263214-2362191459-3415812841-6927","domain1.test.local","User",,,,"On-premises",KerberoastUser448@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser449","s-1-5-21-306263214-2362191459-3415812841-6928","domain1.test.local","User",,,,"On-premises",KerberoastUser449@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser45","s-1-5-21-306263214-2362191459-3415812841-6524","domain1.test.local","User",,,,"On-premises",KerberoastUser45@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser450","s-1-5-21-306263214-2362191459-3415812841-6929","domain1.test.local","User",,,,"On-premises",KerberoastUser450@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser451","s-1-5-21-306263214-2362191459-3415812841-6930","domain1.test.local","User",,,,"On-premises",KerberoastUser451@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser452","s-1-5-21-306263214-2362191459-3415812841-6931","domain1.test.local","User",,,,"On-premises",KerberoastUser452@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser453","s-1-5-21-306263214-2362191459-3415812841-6932","domain1.test.local","User",,,,"On-premises",KerberoastUser453@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser454","s-1-5-21-306263214-2362191459-3415812841-6933","domain1.test.local","User",,,,"On-premises",KerberoastUser454@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser455","s-1-5-21-306263214-2362191459-3415812841-6934","domain1.test.local","User",,,,"On-premises",KerberoastUser455@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser456","s-1-5-21-306263214-2362191459-3415812841-6935","domain1.test.local","User",,,,"On-premises",KerberoastUser456@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser457","s-1-5-21-306263214-2362191459-3415812841-6936","domain1.test.local","User",,,,"On-premises",KerberoastUser457@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser458","s-1-5-21-306263214-2362191459-3415812841-6937","domain1.test.local","User",,,,"On-premises",KerberoastUser458@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser459","s-1-5-21-306263214-2362191459-3415812841-6938","domain1.test.local","User",,,,"On-premises",KerberoastUser459@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser46","s-1-5-21-306263214-2362191459-3415812841-6525","domain1.test.local","User",,,,"On-premises",KerberoastUser46@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser460","s-1-5-21-306263214-2362191459-3415812841-6939","domain1.test.local","User",,,,"On-premises",KerberoastUser460@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser461","s-1-5-21-306263214-2362191459-3415812841-6940","domain1.test.local","User",,,,"On-premises",KerberoastUser461@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser462","s-1-5-21-306263214-2362191459-3415812841-6941","domain1.test.local","User",,,,"On-premises",KerberoastUser462@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser463","s-1-5-21-306263214-2362191459-3415812841-6942","domain1.test.local","User",,,,"On-premises",KerberoastUser463@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser464","s-1-5-21-306263214-2362191459-3415812841-6943","domain1.test.local","User",,,,"On-premises",KerberoastUser464@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser465","s-1-5-21-306263214-2362191459-3415812841-6944","domain1.test.local","User",,,,"On-premises",KerberoastUser465@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser466","s-1-5-21-306263214-2362191459-3415812841-6945","domain1.test.local","User",,,,"On-premises",KerberoastUser466@domain1.test.local,,"2024-11-19T17:23:38.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser467","s-1-5-21-306263214-2362191459-3415812841-6946","domain1.test.local","User",,,,"On-premises",KerberoastUser467@domain1.test.local,,"2024-11-19T17:23:39.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser468","s-1-5-21-306263214-2362191459-3415812841-6947","domain1.test.local","User",,,,"On-premises",KerberoastUser468@domain1.test.local,,"2024-11-19T17:23:39.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser469","s-1-5-21-306263214-2362191459-3415812841-6948","domain1.test.local","User",,,,"On-premises",KerberoastUser469@domain1.test.local,,"2024-11-19T17:23:39.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser47","s-1-5-21-306263214-2362191459-3415812841-6526","domain1.test.local","User",,,,"On-premises",KerberoastUser47@domain1.test.local,,"2024-11-19T17:23:24.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
